Original Header:

Sensor Name: ADS1015
Cow ID: 129
I2CAddress: 0x48
Sampling frequency: 25 Hz
Data Format: 
	V_a0, V_b0, V_c0, t0
	V_a1, V_b1, V_c1, t1
	...
	...
	...
	V_an, V_bn, V_cn, tn
	Where V_a is the voltage on channel 3 of the ADC in signed short format. (16-bit) This voltage represents the voltage coming off of the GSR sensor. V_b is the votlage coming off of the first ECG on channel 2. It is also in signed short format. V_c is the voltage coming off of the second ECG on channel 1. Cannel 0 is unused. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of these 3 voltages and a timestamp, sequentially written to file. !@#

CSV Header:
All the values are now in Volt units.
The time is in seconds, subtracting off the startTime.
!@#
0.149, 0.027, 0.152, 1194.307557
0.149, 0.041, 0.410, 1194.350220
0.149, 0.057, 0.324, 1194.388123
0.149, 0.020, 0.189, 1194.429505
0.149, 0.014, 0.385, 1194.469086
0.149, 0.055, 0.131, 1194.508057
0.149, 0.021, 0.394, 1194.550202
0.149, 0.041, 0.275, 1194.588715
0.149, 0.040, 0.394, 1194.633454
0.149, 0.656, 4.056, 1194.875397
0.149, 0.191, 0.216, 1194.899445
0.149, 0.103, 0.063, 1194.939362
0.149, 0.022, 0.267, 1194.983307
0.149, 0.054, 0.101, 1195.022797
0.149, 0.004, 0.225, 1195.063202
0.149, 4.061, 0.291, 1195.102784
0.149, 4.067, 0.054, 1195.144898
0.149, 4.059, 0.341, 1195.183289
0.149, 0.005, 0.175, 1195.222260
0.149, 0.009, 0.283, 1195.263398
0.149, 4.056, 0.148, 1195.312592
4.034, 4.027, 0.312, 1195.346741
4.034, 4.058, 0.384, 1195.383240
4.034, 0.002, 0.312, 1195.421326
4.034, 0.003, 0.191, 1195.462647
4.034, 4.087, 0.368, 1195.502594
4.034, 0.015, 0.136, 1195.541138
4.034, 0.014, 0.395, 1195.583252
4.034, 0.047, 0.301, 1195.621521
4.034, 0.066, 0.358, 1195.664643
4.034, 0.056, 0.368, 1195.702698
4.034, 0.060, 0.129, 1195.741425
4.034, 0.018, 0.372, 1195.785828
4.034, 0.005, 0.344, 1195.820862
4.034, 0.009, 0.221, 1195.862580
4.034, 4.070, 0.380, 1195.902741
4.034, 0.023, 0.128, 1195.941712
4.034, 4.069, 0.412, 1195.983246
4.034, 0.042, 0.239, 1196.022400
4.034, 0.014, 0.185, 1196.062470
4.034, 0.013, 0.378, 1196.102539
4.034, 0.064, 0.142, 1196.144135
4.034, 0.034, 0.399, 1196.183045
4.034, 0.027, 0.331, 1196.221222
4.034, 0.000, 0.222, 1196.262543
4.034, 4.095, 0.185, 1196.312470
0.087, 4.030, 0.223, 1196.346070
0.087, 4.067, 0.415, 1196.383027
0.087, 0.059, 0.333, 1196.421296
0.087, 0.040, 0.185, 1196.462067
0.087, 0.024, 0.371, 1196.502839
0.087, 0.028, 0.120, 1196.543915
0.087, 4.095, 0.407, 1196.583222
0.087, 0.019, 0.340, 1196.621125
0.087, 0.038, 0.347, 1196.664002
0.087, 4.068, 0.368, 1196.702698
0.087, 0.019, 0.131, 1196.741547
0.087, 4.078, 0.406, 1196.783387
0.087, 0.011, 0.303, 1196.821717
0.087, 0.000, 0.341, 1196.863190
0.087, 4.084, 0.377, 1196.902649
0.087, 0.009, 0.142, 1196.941040
0.087, 0.009, 0.413, 1196.983063
0.087, 0.063, 0.265, 1197.022248
0.087, 0.045, 0.207, 1197.062622
0.087, 0.021, 0.373, 1197.102601
0.087, 0.041, 0.133, 1197.144867
0.087, 0.004, 0.409, 1197.183289
0.087, 0.030, 0.356, 1197.220856
0.087, 0.056, 0.215, 1197.262787
0.087, 4.054, 0.203, 1197.312653
0.129, 4.035, 0.200, 1197.345704
0.129, 4.064, 0.412, 1197.383301
0.129, 0.009, 0.319, 1197.421570
0.129, 0.029, 0.186, 1197.461823
0.129, 0.023, 0.374, 1197.502869
0.129, 0.042, 0.121, 1197.541748
0.129, 0.016, 0.398, 1197.582825
0.129, 0.067, 0.343, 1197.621003
0.129, 0.082, 0.359, 1197.664246
0.129, 0.042, 0.368, 1197.702454
0.129, 0.049, 0.136, 1197.741425
0.129, 0.036, 0.380, 1197.785553
0.129, 0.040, 0.343, 1197.820649
0.129, 0.027, 0.206, 1197.862732
0.129, 0.035, 0.344, 1197.904023
0.129, 0.028, 0.132, 1197.941193
0.129, 4.084, 0.408, 1197.983124
0.129, 0.043, 0.230, 1198.022522
0.129, 0.020, 0.336, 1198.063446
0.129, 0.000, 0.367, 1198.102478
0.129, 0.040, 0.132, 1198.144867
0.129, 0.016, 0.399, 1198.183136
0.129, 0.042, 0.307, 1198.221436
0.129, 0.036, 0.330, 1198.263337
0.129, 4.079, 0.170, 1198.311921
0.114, 4.029, 0.154, 1198.345154
0.114, 4.053, 0.412, 1198.383423
0.114, 0.015, 0.337, 1198.421296
0.114, 0.012, 0.223, 1198.462830
0.114, 4.079, 0.376, 1198.502808
0.114, 0.053, 0.126, 1198.541596
0.114, 0.017, 0.405, 1198.583130
0.114, 0.048, 0.334, 1198.621003
0.114, 0.010, 0.362, 1198.664490
0.114, 0.000, 0.376, 1198.702729
0.114, 0.018, 0.132, 1198.741455
0.114, 4.093, 0.406, 1198.783417
0.114, 0.023, 0.359, 1198.820710
0.114, 0.030, 0.332, 1198.863282
0.114, 0.031, 0.345, 1198.903778
0.114, 0.049, 0.138, 1198.940827
0.114, 0.016, 0.401, 1198.983185
0.114, 0.060, 0.246, 1199.022492
0.114, 0.031, 0.329, 1199.063202
0.114, 0.024, 0.362, 1199.103089
0.114, 0.009, 0.132, 1199.144837
0.114, 0.020, 0.403, 1199.183197
0.114, 0.043, 0.305, 1199.221497
0.114, 0.041, 0.192, 1199.262665
0.114, 4.058, 0.135, 1199.311768
0.144, 4.042, 0.182, 1199.345154
0.144, 4.047, 0.415, 1199.383210
0.144, 4.076, 0.331, 1199.421387
0.144, 0.008, 0.210, 1199.462677
0.144, 4.080, 0.388, 1199.502564
0.144, 0.007, 0.133, 1199.541748
0.144, 4.060, 0.418, 1199.583283
0.144, 4.071, 0.356, 1199.620606
0.144, 0.332, 0.135, 1199.729187
0.144, 0.039, 0.246, 1199.755097
0.144, 0.019, 0.326, 1199.797791
0.144, 0.029, 0.329, 1199.835633
0.144, 0.029, 0.114, 1199.874482
0.144, 0.024, 0.365, 1199.917969
0.144, 0.015, 0.221, 1199.955689
0.144, 4.094, 0.357, 1199.997712
0.144, 0.042, 0.301, 1200.038208
0.144, 0.037, 0.114, 1200.074616
0.144, 4.077, 0.375, 1200.116761
0.144, 0.032, 0.205, 1200.156189
0.144, 4.090, 0.350, 1200.197785
0.144, 0.001, 0.382, 1200.236084
0.144, 0.039, 0.138, 1200.274506
0.144, 0.011, 0.377, 1200.318207
0.144, 4.086, 0.386, 1200.365632
3.952, 4.085, 0.410, 1200.399292
3.952, 0.026, 0.390, 1200.435975
3.952, 0.046, 0.138, 1200.474976
3.952, 4.093, 0.417, 1200.518097
3.952, 0.032, 0.299, 1200.555237
3.952, 0.031, 0.374, 1200.597992
3.952, 0.017, 0.379, 1200.636078
3.952, 0.063, 0.133, 1200.674653
3.952, 0.032, 0.391, 1200.716797
3.952, 0.079, 0.295, 1200.755097
3.952, 0.073, 0.343, 1200.797364
3.952, 0.019, 0.381, 1200.835663
3.952, 0.031, 0.120, 1200.875031
3.952, 0.003, 0.365, 1200.919342
3.952, 0.017, 0.299, 1200.955170
3.952, 4.086, 0.185, 1200.995789
3.952, 0.015, 0.345, 1201.037384
3.952, 0.042, 0.132, 1201.074738
3.952, 0.059, 0.375, 1201.119049
3.952, 0.024, 0.165, 1201.156861
3.952, 4.089, 0.176, 1201.195282
3.952, 4.087, 0.373, 1201.235901
3.952, 0.038, 0.135, 1201.278046
3.952, 4.092, 0.398, 1201.317048
3.952, 4.080, 0.345, 1201.364136
3.949, 4.074, 0.407, 1201.400116
3.949, 0.021, 0.391, 1201.435547
3.949, 0.058, 0.138, 1201.475098
3.949, 0.022, 0.408, 1201.517853
3.949, 0.036, 0.310, 1201.555024
3.949, 0.015, 0.370, 1201.597809
3.949, 0.028, 0.376, 1201.636109
3.949, 0.057, 0.140, 1201.674561
3.949, 0.056, 0.396, 1201.716462
3.949, 0.078, 0.290, 1201.755036
3.949, 0.061, 0.341, 1201.797364
3.949, 0.000, 0.378, 1201.835663
3.949, 0.054, 0.118, 1201.875061
3.949, 0.061, 0.371, 1201.918671
3.949, 0.061, 0.281, 1201.955079
3.949, 0.020, 0.334, 1201.997254
3.949, 4.087, 0.368, 1202.036194
3.949, 0.026, 0.131, 1202.074555
3.949, 0.019, 0.394, 1202.117066
3.949, 0.048, 0.169, 1202.156739
3.949, 0.001, 0.320, 1202.196625
3.949, 0.008, 0.375, 1202.235688
3.949, 0.028, 0.129, 1202.278260
3.949, 4.079, 0.400, 1202.316620
3.949, 0.000, 0.343, 1202.363923
3.967, 0.019, 0.379, 1202.401093
3.967, 4.090, 0.390, 1202.435639
3.967, 0.039, 0.141, 1202.474671
3.967, 0.012, 0.404, 1202.518189
3.967, 0.037, 0.295, 1202.555085
3.967, 0.066, 0.373, 1202.598053
3.967, 0.041, 0.371, 1202.635865
3.967, 0.065, 0.128, 1202.674653
3.967, 0.016, 0.405, 1202.716858
3.967, 0.032, 0.294, 1202.755188
3.967, 0.052, 0.342, 1202.797516
3.967, 4.090, 0.378, 1202.835816
3.967, 0.021, 0.119, 1202.874817
3.967, 0.040, 0.383, 1202.918488
3.967, 0.081, 0.297, 1202.955079
3.967, 0.061, 0.346, 1202.997559
3.967, 0.036, 0.330, 1203.037964
3.967, 0.046, 0.122, 1203.074677
3.967, 0.009, 0.394, 1203.116944
3.967, 0.043, 0.184, 1203.156372
3.967, 0.010, 0.160, 1203.195191
3.967, 4.079, 0.379, 1203.235840
3.967, 0.040, 0.131, 1203.278229
3.967, 4.093, 0.395, 1203.316681
3.967, 0.008, 0.339, 1203.363953
3.962, 4.095, 0.398, 1203.400879
3.962, 0.010, 0.385, 1203.436005
3.962, 0.035, 0.130, 1203.475037
3.962, 0.003, 0.405, 1203.518464
3.962, 0.024, 0.324, 1203.554627
3.962, 0.023, 0.352, 1203.597504
3.962, 4.059, 0.389, 1203.635895
3.962, 0.000, 0.147, 1203.674744
3.962, 0.040, 0.368, 1203.719696
3.962, 0.021, 0.303, 1203.755005
3.962, 0.018, 0.352, 1203.797516
3.962, 4.079, 0.385, 1203.836060
3.962, 0.054, 0.133, 1203.874787
3.962, 0.031, 0.391, 1203.918183
3.962, 0.039, 0.289, 1203.955140
3.962, 0.014, 0.158, 1203.995179
3.962, 0.000, 0.372, 1204.036194
3.962, 0.008, 0.133, 1204.074677
3.962, 0.005, 0.407, 1204.116852
3.962, 0.043, 0.174, 1204.156800
3.962, 4.075, 0.187, 1204.195710
3.962, 4.080, 0.381, 1204.236054
3.962, 0.002, 0.163, 1204.278778
3.962, 4.036, 0.414, 1204.316895
3.962, 4.081, 0.382, 1204.365570
3.954, 0.029, 0.411, 1204.399750
3.954, 4.094, 0.397, 1204.435852
3.954, 0.019, 0.150, 1204.474854
3.954, 4.076, 0.424, 1204.518341
3.954, 0.023, 0.313, 1204.555054
3.954, 0.015, 0.380, 1204.597901
3.954, 0.032, 0.393, 1204.635682
3.954, 0.404, 0.312, 1204.730713
3.954, 0.208, 0.360, 1204.765778
3.954, 4.075, 0.288, 1204.796540
3.954, 0.006, 0.263, 1204.838349
3.954, 0.008, 0.345, 1204.881318
3.954, 0.001, 0.354, 1204.919281
3.954, 0.012, 0.111, 1204.958191
3.954, 4.062, 0.386, 1204.999939
3.954, 0.019, 0.144, 1205.040284
3.954, 4.060, 0.325, 1205.079895
3.954, 0.001, 0.362, 1205.119477
3.954, 0.003, 0.115, 1205.158295
3.954, 4.089, 0.395, 1205.200074
3.954, 0.010, 0.285, 1205.238373
3.954, 0.023, 0.371, 1205.281556
3.954, 0.060, 0.370, 1205.319214
3.954, 0.070, 0.116, 1205.358002
3.954, 0.038, 0.121, 1205.408143
0.149, 4.059, 0.154, 1205.440461
0.149, 4.039, 0.226, 1205.479248
0.149, 0.172, 0.211, 1205.539032
0.149, 0.078, 0.330, 1205.570527
0.149, 0.032, 0.354, 1205.604584
0.149, 0.042, 0.272, 1205.638550
0.149, 0.037, 0.360, 1205.681000
0.149, 0.059, 0.372, 1205.719330
0.149, 0.063, 0.118, 1205.758393
0.149, 0.000, 0.402, 1205.799958
0.149, 0.019, 0.316, 1205.838044
0.149, 0.034, 0.188, 1205.879273
0.149, 4.094, 0.370, 1205.919526
0.149, 0.036, 0.118, 1205.958313
0.149, 4.094, 0.401, 1206.000031
0.149, 0.033, 0.290, 1206.038361
0.149, 0.033, 0.144, 1206.078614
0.149, 0.013, 0.366, 1206.119233
0.149, 0.029, 0.115, 1206.158295
0.149, 0.027, 0.388, 1206.200470
0.149, 0.030, 0.296, 1206.238221
0.149, 0.051, 0.324, 1206.280213
0.149, 0.013, 0.347, 1206.319367
0.149, 4.092, 0.119, 1206.358368
0.149, 0.009, 0.115, 1206.408387
0.138, 4.052, 0.150, 1206.440674
0.138, 4.049, 0.340, 1206.480103
0.138, 4.085, 0.345, 1206.520905
0.138, 0.010, 0.141, 1206.557953
0.138, 0.003, 0.407, 1206.600342
0.138, 0.035, 0.293, 1206.638520
0.138, 0.015, 0.202, 1206.679291
0.138, 4.079, 0.377, 1206.719056
0.138, 4.087, 0.133, 1206.757874
0.138, 4.094, 0.400, 1206.800141
0.138, 0.036, 0.284, 1206.838532
0.138, 0.008, 0.342, 1206.880463
0.138, 4.091, 0.377, 1206.919373
0.138, 0.033, 0.133, 1206.957917
0.138, 0.002, 0.401, 1207.000061
0.138, 0.075, 0.176, 1207.039887
0.138, 0.024, 0.332, 1207.080048
0.138, 0.007, 0.370, 1207.119507
0.138, 0.043, 0.170, 1207.161774
0.138, 4.072, 0.396, 1207.200287
0.138, 0.025, 0.274, 1207.238495
0.138, 0.008, 0.366, 1207.281098
0.138, 0.051, 0.377, 1207.318879
0.138, 0.037, 0.118, 1207.358338
0.138, 0.043, 0.119, 1207.408204
0.121, 4.041, 0.153, 1207.440461
0.121, 4.030, 0.211, 1207.479432
0.121, 0.023, 0.351, 1207.520874
0.121, 0.049, 0.119, 1207.558472
0.121, 0.001, 0.392, 1207.600190
0.121, 0.036, 0.308, 1207.638062
0.121, 0.031, 0.361, 1207.680970
0.121, 0.001, 0.366, 1207.719605
0.121, 0.025, 0.130, 1207.758301
0.121, 0.011, 0.390, 1207.800232
0.121, 0.049, 0.299, 1207.838196
0.121, 0.030, 0.362, 1207.881012
0.121, 0.038, 0.370, 1207.919526
0.121, 0.077, 0.128, 1207.957825
0.121, 0.020, 0.392, 1208.000397
0.121, 0.069, 0.139, 1208.040741
0.121, 4.056, 0.214, 1208.079529
0.121, 4.060, 0.384, 1208.118866
0.121, 0.010, 0.132, 1208.157776
0.121, 0.011, 0.396, 1208.200257
0.121, 0.049, 0.291, 1208.238251
0.121, 0.052, 0.362, 1208.281159
0.121, 0.046, 0.365, 1208.319275
0.121, 0.067, 0.119, 1208.358094
0.121, 0.040, 0.125, 1208.408081
0.144, 4.068, 0.144, 1208.444886
0.144, 4.014, 0.186, 1208.478913
0.144, 0.042, 0.345, 1208.520813
0.144, 0.033, 0.130, 1208.557953
0.144, 0.013, 0.396, 1208.600403
0.144, 0.042, 0.275, 1208.639771
0.144, 0.039, 0.339, 1208.680451
0.144, 4.091, 0.371, 1208.719330
0.144, 0.019, 0.121, 1208.758118
0.144, 0.034, 0.372, 1208.802124
0.144, 0.013, 0.306, 1208.838166
0.144, 4.091, 0.227, 1208.879303
0.144, 4.054, 0.380, 1208.918885
0.144, 0.027, 0.125, 1208.958497
0.144, 4.073, 0.404, 1209.000153
0.144, 0.071, 0.115, 1209.041687
0.144, 4.089, 0.372, 1209.081543
0.144, 0.021, 0.359, 1209.119416
0.144, 0.051, 0.175, 1209.161896
0.144, 4.074, 0.395, 1209.199982
0.144, 0.021, 0.301, 1209.238068
0.144, 0.042, 0.351, 1209.280976
0.144, 0.064, 0.365, 1209.319153
0.144, 0.062, 0.120, 1209.358124
0.144, 0.053, 0.117, 1209.410706
0.150, 4.055, 0.145, 1209.440552
0.150, 4.055, 0.229, 1209.479279
0.150, 4.087, 0.344, 1209.520844
0.150, 0.019, 0.132, 1209.558106
0.150, 4.090, 0.404, 1209.600312
0.150, 0.027, 0.298, 1209.638153
0.150, 0.383, 0.130, 1209.743958
0.150, 0.058, 0.296, 1209.770844
0.150, 0.001, 0.134, 1209.811860
0.150, 4.095, 0.315, 1209.852875
0.150, 0.021, 0.108, 1209.891632
0.150, 4.091, 0.353, 1209.931916
0.150, 0.018, 0.146, 1209.972870
0.150, 4.066, 0.308, 1210.013153
0.150, 4.071, 0.349, 1210.052857
0.150, 0.005, 0.108, 1210.090790
0.150, 4.076, 0.353, 1210.131653
0.150, 0.019, 0.300, 1210.170960
0.150, 0.019, 0.332, 1210.213379
0.150, 0.016, 0.273, 1210.254975
0.150, 0.004, 0.157, 1210.290101
0.150, 0.002, 0.372, 1210.332276
0.150, 0.026, 0.339, 1210.370758
0.150, 0.032, 0.358, 1210.414124
0.150, 4.063, 0.219, 1210.462738
0.130, 4.035, 0.204, 1210.495148
0.130, 4.072, 0.412, 1210.533356
0.130, 4.086, 0.387, 1210.569306
0.130, 0.019, 0.234, 1210.612732
0.130, 0.012, 0.314, 1210.654694
0.130, 0.018, 0.149, 1210.690766
0.130, 4.086, 0.403, 1210.732392
0.130, 0.046, 0.220, 1210.772553
0.130, 0.032, 0.342, 1210.813111
0.130, 0.040, 0.364, 1210.852906
0.130, 0.067, 0.137, 1210.894165
0.130, 4.073, 0.395, 1210.932282
0.130, 0.031, 0.177, 1210.973145
0.130, 4.075, 0.203, 1211.012482
0.130, 0.010, 0.369, 1211.052613
0.130, 0.023, 0.131, 1211.091004
0.130, 4.045, 0.377, 1211.131012
0.130, 0.002, 0.343, 1211.170746
0.130, 0.020, 0.205, 1211.212525
0.130, 4.063, 0.369, 1211.252533
0.130, 0.023, 0.139, 1211.290955
0.130, 4.094, 0.382, 1211.332001
0.130, 0.077, 0.328, 1211.370789
0.130, 0.061, 0.359, 1211.414246
0.130, 0.008, 0.179, 1211.461945
0.109, 4.030, 0.169, 1211.495301
0.109, 4.054, 0.409, 1211.533417
0.109, 4.076, 0.378, 1211.569458
0.109, 0.004, 0.350, 1211.613343
0.109, 4.095, 0.356, 1211.653870
0.109, 0.052, 0.151, 1211.690400
0.109, 0.013, 0.391, 1211.731965
0.109, 0.078, 0.234, 1211.772126
0.109, 0.058, 0.225, 1211.812745
0.109, 0.021, 0.367, 1211.852631
0.109, 0.032, 0.143, 1211.894196
0.109, 0.000, 0.375, 1211.931549
0.109, 0.039, 0.130, 1211.973969
0.109, 4.084, 0.317, 1212.014588
0.109, 0.007, 0.366, 1212.052369
0.109, 0.048, 0.148, 1212.090241
0.109, 4.089, 0.374, 1212.131775
0.109, 0.056, 0.279, 1212.171448
0.109, 0.052, 0.166, 1212.211823
0.109, 4.091, 0.351, 1212.252594
0.109, 0.038, 0.126, 1212.290558
0.109, 4.077, 0.375, 1212.331879
0.109, 0.042, 0.318, 1212.370942
0.109, 0.039, 0.327, 1212.413300
0.109, 4.067, 0.148, 1212.461945
0.052, 4.020, 0.168, 1212.495301
0.052, 4.064, 0.407, 1212.533356
0.052, 0.016, 0.349, 1212.570771
0.052, 0.019, 0.343, 1212.613160
0.052, 0.012, 0.371, 1212.652741
0.052, 0.024, 0.158, 1212.690247
0.052, 0.012, 0.386, 1212.731781
0.052, 0.071, 0.197, 1212.772583
0.052, 0.020, 0.339, 1212.813202
0.052, 4.057, 0.368, 1212.852601
0.052, 0.014, 0.151, 1212.894715
0.052, 4.031, 0.375, 1212.931061
0.052, 0.006, 0.150, 1212.973694
0.052, 4.060, 0.223, 1213.012604
0.052, 0.014, 0.367, 1213.052552
0.052, 0.025, 0.144, 1213.090210
0.052, 4.067, 0.384, 1213.131714
0.052, 0.022, 0.329, 1213.170929
0.052, 0.023, 0.186, 1213.211945
0.052, 0.007, 0.366, 1213.252533
0.052, 0.035, 0.132, 1213.290986
0.052, 4.076, 0.376, 1213.331269
0.052, 0.003, 0.315, 1213.371064
0.052, 4.088, 0.336, 1213.413117
0.052, 4.077, 0.193, 1213.461914
0.114, 4.033, 0.173, 1213.494904
0.114, 4.069, 0.412, 1213.532563
0.114, 0.022, 0.336, 1213.571106
0.114, 0.036, 0.209, 1213.611847
0.114, 0.042, 0.339, 1213.653992
0.114, 0.049, 0.140, 1213.690735
0.114, 0.004, 0.388, 1213.731873
0.114, 0.047, 0.211, 1213.772583
0.114, 0.008, 0.226, 1213.812775
0.114, 4.083, 0.374, 1213.852478
0.114, 0.029, 0.145, 1213.894867
0.114, 4.043, 0.383, 1213.931580
0.114, 0.022, 0.148, 1213.973725
0.114, 4.064, 0.237, 1214.012543
0.114, 4.077, 0.368, 1214.052796
0.114, 0.006, 0.131, 1214.091065
0.114, 4.048, 0.395, 1214.131806
0.114, 0.021, 0.302, 1214.171357
0.114, 0.023, 0.223, 1214.212647
0.114, 4.092, 0.362, 1214.252900
0.114, 0.014, 0.139, 1214.290863
0.114, 0.029, 0.393, 1214.332550
0.114, 0.077, 0.224, 1214.372162
0.114, 0.070, 0.362, 1214.414216
0.114, 0.069, 0.184, 1214.461914
0.131, 4.042, 0.184, 1214.495148
0.131, 4.058, 0.404, 1214.533417
0.131, 4.064, 0.335, 1214.570832
0.131, 4.081, 0.240, 1214.612702
0.131, 0.358, 0.268, 1214.696289
0.131, 0.236, 0.350, 1214.749085
0.131, 0.144, 0.362, 1214.782441
0.131, 0.098, 0.294, 1214.820618
0.131, 0.061, 0.206, 1214.862610
0.131, 0.040, 0.315, 1214.903778
0.131, 0.027, 0.099, 1214.940827
0.131, 4.071, 0.347, 1214.981629
0.131, 0.042, 0.209, 1215.021912
0.131, 0.002, 0.226, 1215.062500
0.131, 0.004, 0.350, 1215.102295
0.131, 0.015, 0.130, 1215.144135
0.131, 4.051, 0.373, 1215.181733
0.131, 0.032, 0.313, 1215.220887
0.131, 0.169, 0.106, 1215.274567
0.131, 4.095, 0.356, 1215.302308
0.131, 0.002, 0.127, 1215.340851
0.131, 4.095, 0.383, 1215.382477
0.131, 0.019, 0.321, 1215.421021
0.131, 0.031, 0.331, 1215.463135
0.131, 4.065, 0.205, 1215.511780
0.108, 4.031, 0.193, 1215.545166
0.108, 4.000, 0.397, 1215.581726
0.108, 4.087, 0.290, 1215.621552
0.108, 0.016, 0.377, 1215.664277
0.108, 0.024, 0.371, 1215.702759
0.108, 0.058, 0.135, 1215.741059
0.108, 0.000, 0.394, 1215.781922
0.108, 0.053, 0.333, 1215.820771
0.108, 0.046, 0.341, 1215.863251
0.108, 0.022, 0.311, 1215.904541
0.108, 0.018, 0.133, 1215.941101
0.108, 4.033, 0.395, 1215.981720
0.108, 0.029, 0.227, 1216.022126
0.108, 0.006, 0.344, 1216.063141
0.108, 4.051, 0.367, 1216.102692
0.108, 0.001, 0.137, 1216.144043
0.108, 4.072, 0.410, 1216.183045
0.108, 0.024, 0.351, 1216.220581
0.108, 0.038, 0.211, 1216.263672
0.108, 4.094, 0.366, 1216.302796
0.108, 0.032, 0.140, 1216.340729
0.108, 0.005, 0.401, 1216.382172
0.108, 0.028, 0.323, 1216.420899
0.108, 0.014, 0.351, 1216.463288
0.108, 4.087, 0.171, 1216.511750
0.077, 4.024, 0.203, 1216.545197
0.077, 4.065, 0.416, 1216.582581
0.077, 4.089, 0.381, 1216.619385
0.077, 0.033, 0.385, 1216.664704
0.077, 0.061, 0.370, 1216.702576
0.077, 0.053, 0.154, 1216.740296
0.077, 0.039, 0.404, 1216.782380
0.077, 0.020, 0.380, 1216.819031
0.077, 0.037, 0.247, 1216.862549
0.077, 0.005, 0.330, 1216.904023
0.077, 0.009, 0.132, 1216.941071
0.077, 4.079, 0.409, 1216.982544
0.077, 0.044, 0.213, 1217.022461
0.077, 0.010, 0.231, 1217.062592
0.077, 0.000, 0.366, 1217.102692
0.077, 0.014, 0.178, 1217.145203
0.077, 4.003, 0.398, 1217.181733
0.077, 0.005, 0.338, 1217.220917
0.077, 0.037, 0.230, 1217.263581
0.077, 0.014, 0.360, 1217.302613
0.077, 0.059, 0.138, 1217.340546
0.077, 0.051, 0.388, 1217.382477
0.077, 0.035, 0.370, 1217.419037
0.077, 0.040, 0.233, 1217.462616
0.077, 4.089, 0.163, 1217.511750
0.114, 4.056, 0.206, 1217.545289
0.114, 4.038, 0.388, 1217.581757
0.114, 0.030, 0.265, 1217.621796
0.114, 0.047, 0.370, 1217.664551
0.114, 0.056, 0.356, 1217.702729
0.114, 0.066, 0.131, 1217.740723
0.114, 0.028, 0.395, 1217.783265
0.114, 0.042, 0.361, 1217.819123
0.114, 0.019, 0.237, 1217.862702
0.114, 0.011, 0.317, 1217.904145
0.114, 0.028, 0.129, 1217.940735
0.114, 4.051, 0.382, 1217.981263
0.114, 0.043, 0.212, 1218.022248
0.114, 4.095, 0.263, 1218.062561
0.114, 4.077, 0.369, 1218.102448
0.114, 0.005, 0.137, 1218.143982
0.114, 4.024, 0.397, 1218.181763
0.114, 0.034, 0.316, 1218.220856
0.114, 0.025, 0.230, 1218.264039
0.114, 0.009, 0.364, 1218.302552
0.114, 0.061, 0.126, 1218.340668
0.114, 0.012, 0.395, 1218.382508
0.114, 0.034, 0.303, 1218.421051
0.114, 0.041, 0.215, 1218.461853
0.114, 4.093, 0.204, 1218.511963
0.025, 4.016, 0.154, 1218.544922
0.025, 4.034, 0.398, 1218.581971
0.025, 0.017, 0.336, 1218.620667
0.025, 0.043, 0.379, 1218.664521
0.025, 0.060, 0.369, 1218.702393
0.025, 0.071, 0.137, 1218.740418
0.025, 0.056, 0.406, 1218.782898
0.025, 0.057, 0.308, 1218.821015
0.025, 0.052, 0.215, 1218.861817
0.025, 0.031, 0.293, 1218.904511
0.025, 0.035, 0.139, 1218.940552
0.025, 4.062, 0.391, 1218.981781
0.025, 0.089, 0.117, 1219.025177
0.025, 4.066, 0.212, 1219.061768
0.025, 0.003, 0.351, 1219.102662
0.025, 0.031, 0.120, 1219.143982
0.025, 4.069, 0.378, 1219.181672
0.025, 0.048, 0.314, 1219.220856
0.025, 0.031, 0.199, 1219.263215
0.025, 4.092, 0.356, 1219.302369
0.025, 0.038, 0.114, 1219.341095
0.025, 0.020, 0.390, 1219.382691
0.025, 0.013, 0.306, 1219.421082
0.025, 0.010, 0.240, 1219.462708
0.025, 4.069, 0.152, 1219.513153
0.024, 4.019, 0.184, 1219.545380
0.024, 4.013, 0.406, 1219.581726
0.024, 4.090, 0.332, 1219.620728
0.024, 0.436, 0.330, 1219.734650
0.024, 0.210, 0.089, 1219.758484
0.024, 0.089, 0.313, 1219.802643
0.024, 0.056, 0.096, 1219.840455
0.024, 0.026, 0.358, 1219.882569
0.024, 0.052, 0.270, 1219.920929
0.024, 0.031, 0.203, 1219.962494
0.024, 0.007, 0.227, 1220.005341
0.024, 0.004, 0.113, 1220.040650
0.024, 4.062, 0.373, 1220.081726
0.024, 0.015, 0.285, 1220.121003
0.024, 4.094, 0.368, 1220.164216
0.024, 0.009, 0.357, 1220.202332
0.024, 0.023, 0.119, 1220.241028
0.024, 0.027, 0.380, 1220.285462
0.024, 0.054, 0.297, 1220.320984
0.024, 0.036, 0.251, 1220.363099
0.024, 0.016, 0.312, 1220.404175
0.024, 4.092, 0.139, 1220.440400
0.024, 0.006, 0.400, 1220.482666
0.024, 0.024, 0.227, 1220.521851
0.024, 0.033, 0.343, 1220.569550
0.165, 0.037, 0.243, 1220.605317
0.165, 0.012, 0.151, 1220.641724
0.165, 4.041, 0.405, 1220.681672
