Original Header:

Name: AdcIn_Ch5
This is using channel 5 on the onboard ADC.
The first value is a voltage in mV, and the second value is a time in seconds from epoch.
!@#

CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
!@#
0.073, 22.376557
0.068, 22.393158
0.070, 22.409607
0.083, 22.426575
0.063, 22.443268
0.075, 22.459839
0.061, 22.476227
0.073, 22.493103
0.068, 22.509705
0.073, 22.526551
0.075, 22.543122
0.068, 22.559754
0.075, 22.576508
0.065, 22.593323
0.080, 22.609833
0.068, 22.626404
0.070, 22.643189
0.080, 22.659638
0.068, 22.676423
0.065, 22.693177
0.065, 22.709656
0.073, 22.726349
0.070, 22.743134
0.063, 22.759552
0.070, 22.776215
0.063, 22.793183
0.083, 22.809754
0.063, 22.826416
0.065, 22.843079
0.073, 22.859864
0.061, 22.876343
0.073, 22.893158
0.075, 22.909546
0.070, 22.926575
0.070, 22.943177
0.061, 22.959748
0.078, 22.976288
0.061, 22.993195
0.075, 23.009736
0.070, 23.026307
0.061, 23.043091
0.070, 23.059784
0.073, 23.076447
0.073, 23.093171
0.070, 23.109620
0.078, 23.126313
0.070, 23.143128
0.063, 23.159607
0.070, 23.176239
0.068, 23.194428
0.075, 23.209778
0.061, 23.226410
0.063, 23.243134
0.053, 23.259827
0.061, 23.276398
0.070, 23.293213
0.068, 23.309601
0.053, 23.326355
0.073, 23.343262
0.061, 23.359681
0.078, 23.376343
0.068, 23.393219
0.075, 23.409699
0.090, 23.426392
0.068, 23.443482
0.075, 23.459809
0.065, 23.476319
0.068, 23.493348
0.063, 23.509583
0.070, 23.526368
0.075, 23.543061
0.061, 23.559754
0.068, 23.576294
0.070, 23.593201
0.075, 23.609742
0.065, 23.626313
0.061, 23.643067
0.073, 23.659699
0.061, 23.676270
0.075, 23.693085
0.073, 23.709595
0.073, 23.726471
0.063, 23.743378
0.068, 23.759613
0.073, 23.776246
0.065, 23.793183
0.073, 23.809906
0.068, 23.826233
0.070, 23.843049
0.075, 23.859833
0.070, 23.876465
0.073, 23.893128
0.073, 23.909790
0.075, 23.926453
0.073, 23.943177
0.065, 23.959656
0.065, 23.976288
0.068, 23.993195
0.078, 24.009644
0.073, 24.026368
0.061, 24.043183
0.080, 24.059784
0.063, 24.076325
0.070, 24.093201
0.068, 24.109803
0.070, 24.126343
0.075, 24.143189
0.063, 24.159638
0.070, 24.176331
0.068, 24.193177
0.073, 24.209748
0.070, 24.226227
0.073, 24.243164
0.070, 24.259888
0.061, 24.276459
0.073, 24.293122
0.068, 24.309693
0.075, 24.326355
0.073, 24.343232
0.061, 24.359742
0.048, 24.376374
0.073, 24.393219
0.068, 24.409668
0.068, 24.426270
0.073, 24.443268
0.075, 24.459778
0.068, 24.476319
0.073, 24.493195
0.068, 24.509613
0.068, 24.526398
0.070, 24.543457
0.068, 24.559754
0.068, 24.576325
0.063, 24.593140
0.085, 24.609681
0.063, 24.626343
0.058, 24.643067
0.058, 24.659851
0.070, 24.676392
0.065, 24.693116
0.070, 24.709687
0.075, 24.726410
0.073, 24.743287
0.065, 24.759613
0.073, 24.776490
0.065, 24.793213
0.083, 24.809784
0.070, 24.826264
0.065, 24.843110
0.075, 24.859833
0.070, 24.876435
0.073, 24.893158
0.065, 24.909668
0.083, 24.926484
0.065, 24.943238
0.068, 24.959565
0.048, 24.976441
0.068, 24.993256
0.078, 25.009827
0.075, 25.026246
0.068, 25.043030
0.078, 25.059906
0.068, 25.076233
0.078, 25.093110
0.063, 25.109681
0.075, 25.126343
0.078, 25.143158
0.065, 25.159729
0.070, 25.187836
0.070, 25.193299
0.065, 25.209717
0.048, 25.226746
0.070, 25.243134
0.080, 25.259766
0.068, 25.276307
0.075, 25.293305
0.068, 25.309571
0.061, 25.326233
0.073, 25.343323
0.068, 25.359589
0.065, 25.376435
0.063, 25.393128
0.075, 25.409790
0.061, 25.426453
0.070, 25.443573
0.073, 25.459717
0.063, 25.476441
0.068, 25.493195
0.065, 25.509583
0.061, 25.526246
0.065, 25.543183
0.070, 25.559723
0.073, 25.576477
0.068, 25.593171
0.083, 25.609681
0.065, 25.626252
0.070, 25.643341
0.073, 25.659638
0.068, 25.676362
0.073, 25.693177
0.075, 25.709717
0.068, 25.726410
0.075, 25.743164
0.061, 25.759705
0.073, 25.776581
0.073, 25.793122
0.075, 25.809784
0.068, 25.826355
0.068, 25.843110
0.085, 25.859864
0.065, 25.876404
0.073, 25.893280
0.075, 25.909638
0.065, 25.926331
0.063, 25.943116
0.063, 25.959595
0.075, 25.976532
0.063, 25.993164
0.078, 26.009827
0.073, 26.026337
0.065, 26.043183
0.075, 26.059876
0.070, 26.076477
0.073, 26.093293
0.065, 26.109528
0.078, 26.126282
0.068, 26.143158
0.068, 26.159729
0.065, 26.176545
0.061, 26.193299
0.073, 26.209748
0.075, 26.226502
0.063, 26.243073
0.085, 26.259736
0.065, 26.276276
0.075, 26.293244
0.068, 26.309540
0.068, 26.326294
0.073, 26.343262
0.068, 26.359650
0.075, 26.376221
0.070, 26.393128
0.070, 26.409699
0.073, 26.426270
0.068, 26.443360
0.075, 26.459839
0.083, 26.476319
0.070, 26.493256
0.061, 26.509705
0.070, 26.526337
0.068, 26.543091
0.061, 26.559754
0.063, 26.576447
0.068, 26.593232
0.075, 26.609772
0.070, 26.626221
0.065, 26.643189
0.075, 26.659760
0.068, 26.676300
0.078, 26.693207
0.075, 26.709687
0.063, 26.726532
0.070, 26.743164
0.065, 26.759644
0.063, 26.776429
0.068, 26.793183
0.075, 26.809784
0.070, 26.826355
0.068, 26.843201
0.085, 26.859803
0.070, 26.876282
0.070, 26.893280
0.070, 26.909699
0.063, 26.926423
0.070, 26.943085
0.058, 26.959748
0.073, 26.976410
0.070, 26.993195
0.073, 27.009797
0.075, 27.026215
0.073, 27.043213
0.080, 27.059815
0.068, 27.076447
0.073, 27.093171
0.070, 27.109772
0.073, 27.126496
0.063, 27.143311
0.068, 27.159577
0.065, 27.176331
0.061, 27.193207
0.083, 27.209748
0.068, 27.226349
0.061, 27.243134
0.085, 27.259797
0.063, 27.276398
0.073, 27.293122
0.075, 27.309540
0.063, 27.326508
0.063, 27.343323
0.070, 27.359772
0.070, 27.376313
0.063, 27.393128
0.073, 27.409790
0.070, 27.426270
0.063, 27.443482
0.075, 27.459809
0.075, 27.476197
0.075, 27.493164
0.073, 27.509644
0.075, 27.526337
0.075, 27.543152
0.063, 27.559723
0.073, 27.576264
0.061, 27.593140
0.065, 27.609772
0.070, 27.626221
0.061, 27.643097
0.073, 27.659546
0.065, 27.676300
0.056, 27.693299
0.063, 27.709565
0.078, 27.726258
0.065, 27.743378
0.063, 27.759583
0.073, 27.776490
0.065, 27.793122
0.075, 27.809693
0.065, 27.826294
0.063, 27.843171
0.083, 27.859772
0.063, 27.876252
0.075, 27.893189
0.065, 27.909760
0.065, 27.926514
0.068, 27.943390
0.061, 27.959687
0.065, 27.976380
0.063, 27.993103
0.083, 28.009766
0.075, 28.026337
0.073, 28.043244
0.080, 28.059693
0.061, 28.076600
0.075, 28.093201
0.063, 28.109467
0.075, 28.126496
0.056, 28.143280
0.068, 28.159638
0.083, 28.176392
0.073, 28.193177
0.075, 28.209809
0.070, 28.226441
0.061, 28.243195
0.070, 28.259583
0.061, 28.276398
0.080, 28.293183
0.065, 28.309693
0.073, 28.326325
0.070, 28.343140
0.070, 28.359620
0.083, 28.376465
0.073, 28.393158
0.075, 28.409821
0.078, 28.426453
0.065, 28.443421
0.080, 28.459870
0.068, 28.476471
0.075, 28.493195
0.068, 28.509491
0.068, 28.526581
0.058, 28.543274
0.065, 28.559784
0.073, 28.576416
0.070, 28.593171
0.073, 28.609803
0.070, 28.626465
0.065, 28.643219
0.073, 28.659729
0.068, 28.676453
0.073, 28.693238
0.065, 28.709870
0.075, 28.726502
0.068, 28.743134
0.070, 28.759766
0.075, 28.776246
0.070, 28.793152
0.075, 28.809754
0.073, 28.826386
0.073, 28.843293
0.073, 28.859803
0.065, 28.876404
0.075, 28.893311
0.073, 28.909729
0.063, 28.926484
0.080, 28.943177
0.068, 28.959656
0.061, 28.976410
0.063, 28.993134
0.070, 29.009705
0.070, 29.026246
0.061, 29.043152
0.080, 29.059754
0.068, 29.076355
0.070, 29.093354
0.063, 29.109497
0.078, 29.126221
0.053, 29.143189
0.068, 29.159760
0.070, 29.176453
0.068, 29.193177
0.078, 29.209870
0.078, 29.226471
0.065, 29.243226
0.073, 29.259827
0.065, 29.276307
0.075, 29.293274
0.075, 29.309784
0.068, 29.326508
0.073, 29.343262
0.065, 29.359742
0.070, 29.376496
0.070, 29.393067
0.078, 29.409821
0.073, 29.426423
0.070, 29.443451
0.070, 29.459595
0.075, 29.476410
0.073, 29.493195
0.075, 29.509766
0.075, 29.526337
0.063, 29.543366
0.061, 29.559693
0.083, 29.576630
0.063, 29.593140
0.073, 29.609803
0.075, 29.626313
0.061, 29.643097
0.070, 29.659607
0.063, 29.676453
0.073, 29.693268
0.070, 29.709626
0.065, 29.726349
0.075, 29.743103
0.065, 29.759583
0.075, 29.776215
0.063, 29.793152
0.075, 29.809723
0.065, 29.826447
0.065, 29.843262
0.078, 29.859742
0.065, 29.876313
0.070, 29.893097
0.073, 29.909516
0.068, 29.926484
0.068, 29.943238
0.070, 29.959656
0.063, 29.976532
0.065, 29.993226
0.070, 30.009827
0.068, 30.026307
0.063, 30.043213
0.078, 30.059845
0.065, 30.076447
0.078, 30.093171
0.070, 30.109559
0.065, 30.126252
0.065, 30.143250
0.075, 30.159851
0.070, 30.195801
0.068, 30.197541
0.073, 30.209778
0.063, 30.226471
0.073, 30.243897
0.075, 30.259736
0.063, 30.276429
0.051, 30.293213
0.070, 30.309815
0.065, 30.326416
0.061, 30.343201
0.063, 30.359681
0.073, 30.376221
0.073, 30.393280
0.073, 30.409638
0.080, 30.426484
0.073, 30.443360
0.075, 30.459595
0.070, 30.476410
0.061, 30.493103
0.075, 30.509552
0.065, 30.526459
0.078, 30.543457
0.063, 30.559815
0.080, 30.576294
0.075, 30.593140
0.065, 30.609375
0.073, 30.626313
0.063, 30.643280
0.078, 30.659790
0.061, 30.676331
0.053, 30.693299
0.070, 30.709809
0.068, 30.726471
0.075, 30.743256
0.065, 30.759674
0.075, 30.776490
0.068, 30.793091
0.068, 30.809662
0.080, 30.826355
0.058, 30.843171
0.075, 30.859772
0.070, 30.876282
0.051, 30.893189
0.068, 30.909699
0.070, 30.926392
0.085, 30.943329
0.061, 30.959717
0.075, 30.976532
0.065, 30.993164
0.075, 31.009644
0.080, 31.026551
0.065, 31.043152
0.073, 31.059662
0.070, 31.076355
0.061, 31.093354
0.078, 31.109620
0.058, 31.126404
0.070, 31.143250
0.063, 31.161042
0.078, 31.176514
0.070, 31.193299
0.070, 31.209687
0.075, 31.226441
0.068, 31.243195
0.073, 31.259674
0.068, 31.276429
0.061, 31.293183
0.073, 31.309571
0.061, 31.326508
0.083, 31.343232
0.068, 31.359589
0.068, 31.376374
0.065, 31.393158
0.065, 31.409790
0.078, 31.426545
0.061, 31.443482
0.083, 31.459870
0.058, 31.476227
0.070, 31.493073
0.075, 31.509674
0.063, 31.527070
0.048, 31.543335
0.061, 31.559754
0.078, 31.576539
0.070, 31.593110
0.075, 31.609620
0.080, 31.626435
0.061, 31.643189
0.080, 31.659851
0.070, 31.676423
0.083, 31.693268
0.070, 31.709595
0.065, 31.726410
0.051, 31.743317
0.065, 31.759613
0.073, 31.776307
0.073, 31.793152
0.078, 31.809632
0.083, 31.826447
0.070, 31.843201
0.078, 31.859711
0.063, 31.876282
0.073, 31.893189
0.068, 31.909821
0.065, 31.926514
0.070, 31.943451
0.065, 31.959626
0.073, 31.976258
0.075, 31.993317
0.073, 32.009644
0.068, 32.026520
0.065, 32.043213
0.078, 32.059754
0.061, 32.076416
0.075, 32.093079
0.063, 32.109711
0.061, 32.126374
0.083, 32.143311
0.058, 32.159790
0.078, 32.176392
0.065, 32.193116
0.063, 32.209687
0.087, 32.226532
0.058, 32.243287
0.078, 32.259613
0.070, 32.276368
0.048, 32.293305
0.061, 32.309784
0.061, 32.326325
0.075, 32.343232
0.061, 32.359650
0.075, 32.376313
0.063, 32.393097
0.073, 32.409577
0.056, 32.426545
0.061, 32.443482
0.090, 32.459839
0.061, 32.476410
0.075, 32.493073
0.068, 32.509705
0.065, 32.526368
0.078, 32.543366
0.063, 32.559815
0.078, 32.576447
0.065, 32.593140
0.075, 32.609681
0.073, 32.626191
0.065, 32.643097
0.075, 32.659607
0.063, 32.676423
0.080, 32.693238
0.075, 32.709656
0.068, 32.726288
0.080, 32.743226
0.061, 32.759644
0.068, 32.776368
0.063, 32.793305
0.073, 32.809662
0.075, 32.826233
0.061, 32.843171
0.080, 32.859864
0.068, 32.876435
0.053, 32.893189
0.063, 32.909577
0.061, 32.926453
0.078, 32.943360
0.065, 32.959595
0.090, 32.976349
0.063, 32.993103
0.073, 33.009644
0.080, 33.026429
0.063, 33.043305
0.068, 33.059784
0.073, 33.076233
0.058, 33.093262
0.070, 33.109559
0.063, 33.126343
0.075, 33.143311
0.068, 33.159729
0.075, 33.176453
0.073, 33.193116
0.070, 33.209595
0.083, 33.226532
0.065, 33.243195
0.075, 33.259613
0.063, 33.276398
0.058, 33.293305
0.068, 33.309662
0.058, 33.326416
0.078, 33.343140
0.061, 33.359620
0.078, 33.376404
0.070, 33.393128
0.065, 33.409699
0.075, 33.426453
0.061, 33.443695
0.080, 33.459900
0.061, 33.476349
0.075, 33.493134
0.070, 33.509552
0.065, 33.526368
0.070, 33.543244
0.061, 33.559784
0.056, 33.576355
0.068, 33.593140
0.073, 33.609620
0.075, 33.626221
0.063, 33.643158
0.078, 33.659760
0.063, 33.676423
0.073, 33.693207
0.068, 33.709626
0.065, 33.726380
0.075, 33.743195
0.065, 33.759644
0.075, 33.776307
0.061, 33.793244
0.065, 33.809662
0.073, 33.826569
0.065, 33.843262
0.083, 33.859711
0.065, 33.876282
0.046, 33.893158
0.068, 33.909668
0.061, 33.926484
0.075, 33.943360
0.070, 33.959778
0.080, 33.976502
0.068, 33.993103
0.063, 34.009583
0.085, 34.026398
0.063, 34.043213
0.078, 34.059784
0.070, 34.076325
0.075, 34.093262
0.068, 34.109833
0.068, 34.126404
0.075, 34.143433
0.061, 34.159790
0.078, 34.176453
0.070, 34.193146
0.065, 34.209687
0.080, 34.226410
0.061, 34.243256
0.078, 34.259705
0.063, 34.276337
0.053, 34.293396
0.078, 34.309693
0.061, 34.326386
0.073, 34.343262
0.063, 34.359711
0.056, 34.376465
0.063, 34.394562
0.070, 34.409668
0.078, 34.426545
0.070, 34.443482
0.075, 34.459809
0.068, 34.476288
0.068, 34.493134
0.068, 34.509644
0.070, 34.526368
0.070, 34.543366
0.061, 34.559723
0.080, 34.576355
0.070, 34.593110
0.065, 34.609650
0.075, 34.626252
0.061, 34.643128
0.068, 34.659760
0.068, 34.676423
0.075, 34.693299
0.070, 34.709778
0.068, 34.726563
0.085, 34.743226
0.068, 34.759736
0.058, 34.776459
0.070, 34.793213
0.073, 34.809723
0.080, 34.826539
0.070, 34.843262
0.083, 34.859742
0.063, 34.876313
0.056, 34.893372
0.070, 34.909668
0.065, 34.926392
0.056, 34.943268
0.068, 34.959626
0.075, 34.976471
0.078, 34.993073
0.073, 35.009888
0.061, 35.026429
0.063, 35.043305
0.070, 35.059784
0.073, 35.076477
0.056, 35.093171
0.068, 35.109803
0.068, 35.126465
0.080, 35.143372
0.068, 35.159729
0.058, 35.203400
0.070, 35.205964
0.063, 35.210236
0.058, 35.226899
0.065, 35.243317
0.068, 35.259766
0.051, 35.276398
0.068, 35.293305
0.075, 35.309754
0.063, 35.326355
0.080, 35.343201
0.073, 35.359650
0.063, 35.376313
0.063, 35.393341
0.068, 35.409699
0.073, 35.426392
0.065, 35.443390
0.070, 35.459595
0.073, 35.476502
0.063, 35.493164
0.075, 35.509613
0.065, 35.526429
0.075, 35.543122
0.075, 35.559845
0.063, 35.576355
0.073, 35.593415
0.068, 35.609681
0.083, 35.626374
0.075, 35.643280
0.065, 35.659577
0.078, 35.676545
0.061, 35.693238
0.068, 35.709748
0.073, 35.726258
0.068, 35.743317
0.065, 35.759613
0.061, 35.776307
0.070, 35.793091
0.070, 35.809723
0.075, 35.826355
0.075, 35.843110
0.068, 35.859742
0.078, 35.876435
0.068, 35.893250
0.068, 35.909577
0.065, 35.926239
0.073, 35.943299
0.068, 35.959839
0.065, 35.976380
0.051, 35.993256
0.063, 36.009674
0.075, 36.026246
0.065, 36.043091
0.061, 36.059571
0.068, 36.076233
0.068, 36.093262
0.063, 36.109528
0.070, 36.126313
0.073, 36.144684
0.070, 36.159760
0.068, 36.176362
0.070, 36.193116
0.061, 36.209748
0.085, 36.226349
0.065, 36.243195
0.061, 36.259552
0.075, 36.276520
0.065, 36.293213
0.073, 36.309693
0.080, 36.326325
0.078, 36.343323
0.078, 36.359681
0.065, 36.376343
0.070, 36.393280
0.065, 36.409577
0.083, 36.426453
0.073, 36.443360
0.068, 36.459565
0.080, 36.476532
0.065, 36.493164
0.070, 36.509552
0.068, 36.526398
0.075, 36.543244
0.061, 36.559723
0.070, 36.576416
0.070, 36.593293
0.068, 36.609589
0.075, 36.626496
0.075, 36.644593
0.061, 36.659455
0.075, 36.676514
0.058, 36.693177
0.075, 36.709534
0.061, 36.726227
0.078, 36.743317
0.070, 36.759583
0.068, 36.776337
0.070, 36.793213
0.065, 36.809723
0.090, 36.826386
0.073, 36.843201
0.068, 36.859681
0.080, 36.876465
0.061, 36.894623
0.073, 36.909577
0.068, 36.926392
0.080, 36.943329
0.070, 36.959626
0.070, 36.976258
0.070, 36.993317
0.065, 37.009674
0.051, 37.026490
0.080, 37.043152
0.068, 37.059754
0.073, 37.076508
0.065, 37.093201
0.075, 37.109620
0.063, 37.126313
0.075, 37.144684
0.068, 37.159668
0.063, 37.176423
0.068, 37.193299
0.061, 37.209778
0.083, 37.226349
0.070, 37.243226
0.063, 37.259736
0.056, 37.276551
0.058, 37.293122
0.075, 37.309845
0.063, 37.326294
0.075, 37.343384
0.070, 37.359833
0.068, 37.376313
0.065, 37.394684
0.068, 37.409699
0.087, 37.426484
0.073, 37.443390
0.068, 37.459717
0.078, 37.476563
0.061, 37.493195
0.075, 37.509827
0.070, 37.526215
0.065, 37.543183
0.075, 37.559632
0.063, 37.576325
0.073, 37.593079
0.063, 37.609742
0.080, 37.626435
0.075, 37.644593
0.063, 37.659668
0.075, 37.676423
0.061, 37.693207
0.075, 37.709595
0.070, 37.726471
0.073, 37.743317
0.073, 37.759766
0.061, 37.776337
0.075, 37.793244
0.063, 37.809815
0.073, 37.826600
0.075, 37.843232
0.061, 37.859559
0.075, 37.876496
0.070, 37.894501
0.073, 37.909516
0.068, 37.926484
0.078, 37.943268
0.075, 37.959748
0.068, 37.976380
0.068, 37.993164
0.061, 38.009766
0.075, 38.026337
0.068, 38.043305
0.061, 38.059693
0.048, 38.076386
0.068, 38.093201
0.078, 38.109528
0.068, 38.126252
0.073, 38.144806
0.080, 38.159760
0.061, 38.176423
0.068, 38.193116
0.063, 38.209687
0.083, 38.226502
0.073, 38.243134
0.061, 38.259797
0.078, 38.276246
0.065, 38.293183
0.075, 38.309815
0.075, 38.326294
0.070, 38.343293
0.068, 38.359559
0.068, 38.376404
0.078, 38.394837
0.065, 38.409699
0.085, 38.426392
0.070, 38.443299
0.061, 38.459656
0.083, 38.476471
0.063, 38.493134
0.068, 38.509613
0.068, 38.526398
0.068, 38.543091
0.073, 38.559662
0.068, 38.576416
0.073, 38.593171
0.065, 38.609711
0.075, 38.626435
0.075, 38.644471
0.068, 38.659455
0.070, 38.676453
0.061, 38.693177
0.070, 38.709839
0.063, 38.726288
0.073, 38.743195
0.075, 38.759674
0.061, 38.776429
0.073, 38.793335
0.068, 38.809754
0.090, 38.826539
0.073, 38.843323
0.063, 38.859559
0.073, 38.876557
0.065, 38.894654
0.068, 38.909577
0.061, 38.926331
0.078, 38.943268
0.070, 38.959656
0.063, 38.976380
0.068, 38.993287
0.063, 39.009797
0.065, 39.026276
0.068, 39.043061
0.065, 39.059754
0.075, 39.076508
0.061, 39.093201
0.075, 39.109833
0.070, 39.126435
0.075, 39.144684
0.078, 39.159699
0.061, 39.176270
0.075, 39.193116
0.056, 39.209717
0.075, 39.226502
0.068, 39.243134
0.065, 39.259491
0.053, 39.276459
0.063, 39.293305
0.078, 39.309632
0.065, 39.326325
0.075, 39.343171
0.068, 39.359589
0.073, 39.376374
0.080, 39.394593
0.070, 39.409699
0.075, 39.426423
0.063, 39.443421
0.063, 39.459534
0.078, 39.476471
0.063, 39.493226
0.075, 39.509674
0.065, 39.526459
0.068, 39.543122
0.070, 39.559601
0.068, 39.576264
0.070, 39.593262
0.070, 39.609681
0.078, 39.626435
0.075, 39.644623
0.065, 39.659577
0.075, 39.676545
0.068, 39.693299
0.073, 39.709565
0.070, 39.726197
0.058, 39.743256
0.070, 39.759736
0.068, 39.776246
0.078, 39.793244
0.061, 39.809815
0.087, 39.826416
0.068, 39.843140
0.061, 39.859559
0.083, 39.876435
0.065, 39.894593
0.070, 39.909577
0.063, 39.926392
0.078, 39.943207
0.068, 39.959687
0.070, 39.976471
0.070, 39.993103
0.073, 40.009797
0.063, 40.026368
0.070, 40.043122
0.058, 40.059693
0.078, 40.076447
0.068, 40.093140
0.075, 40.109681
0.068, 40.126465
0.075, 40.147553
0.065, 40.182129
0.061, 40.184418
0.070, 40.194214
0.065, 40.209778
0.070, 40.226227
0.048, 40.243164
0.068, 40.259644
0.078, 40.276246
0.073, 40.293305
0.070, 40.309784
0.063, 40.326294
0.083, 40.343262
0.070, 40.359742
0.068, 40.376404
0.080, 40.394593
0.063, 40.409668
0.083, 40.426362
0.065, 40.443360
0.068, 40.459534
0.078, 40.476410
0.063, 40.493164
0.078, 40.509583
0.068, 40.526215
0.075, 40.543152
0.070, 40.559723
0.073, 40.576355
0.075, 40.593323
0.065, 40.609711
0.075, 40.626404
0.070, 40.644776
0.068, 40.659699
0.073, 40.676239
0.068, 40.693299
0.070, 40.709565
0.070, 40.726349
0.075, 40.743226
0.070, 40.759705
0.061, 40.776246
0.070, 40.793091
0.063, 40.809662
0.080, 40.826508
0.073, 40.843323
0.063, 40.859559
0.053, 40.876313
0.063, 40.894501
0.075, 40.909729
0.070, 40.926453
0.080, 40.943238
0.073, 40.959595
0.068, 40.976441
0.075, 40.993103
0.065, 41.009674
0.051, 41.026459
0.070, 41.043274
0.063, 41.059632
0.087, 41.076477
0.068, 41.093232
0.075, 41.109650
0.065, 41.126343
0.073, 41.144654
0.075, 41.159851
0.068, 41.176453
0.073, 41.193116
0.068, 41.209717
0.078, 41.226502
0.075, 41.243164
0.065, 41.259644
0.070, 41.276307
0.058, 41.293244
0.068, 41.309601
0.065, 41.326447
0.070, 41.343201
0.080, 41.359742
0.065, 41.376404
0.078, 41.394684
0.068, 41.409699
0.080, 41.426514
0.075, 41.444123
0.058, 41.459839
0.078, 41.476410
0.061, 41.493164
0.073, 41.509552
0.070, 41.526337
0.078, 41.543213
0.065, 41.559571
0.075, 41.577149
0.075, 41.593384
0.073, 41.609559
0.075, 41.626526
0.073, 41.644745
0.061, 41.659516
0.073, 41.676300
0.061, 41.693238
0.070, 41.709534
0.065, 41.726288
0.078, 41.743317
0.070, 41.759705
0.065, 41.776246
0.075, 41.793152
0.073, 41.809754
0.063, 41.826355
0.070, 41.843293
0.065, 41.859559
0.075, 41.876496
0.065, 41.893982
0.075, 41.909668
0.073, 41.926331
0.075, 41.943146
0.075, 41.959717
0.068, 41.976349
0.075, 41.993226
0.073, 42.009766
0.073, 42.026551
0.075, 42.043213
0.068, 42.059723
0.078, 42.076355
0.063, 42.093323
0.070, 42.109589
0.070, 42.126313
0.070, 42.144745
0.075, 42.159699
0.068, 42.176239
0.073, 42.193329
0.061, 42.209656
0.080, 42.226502
0.073, 42.243256
0.070, 42.259552
0.073, 42.276459
0.065, 42.293122
0.068, 42.309540
0.065, 42.326416
0.065, 42.343140
0.083, 42.359772
0.063, 42.376435
0.073, 42.393891
0.068, 42.409638
0.078, 42.426423
0.070, 42.443512
0.063, 42.459443
0.080, 42.476410
0.058, 42.493164
0.075, 42.509552
0.070, 42.526215
0.070, 42.543213
0.070, 42.559601
0.068, 42.576386
0.068, 42.593262
0.063, 42.609589
0.083, 42.626496
0.068, 42.644043
0.063, 42.659485
0.085, 42.676362
0.070, 42.693360
0.078, 42.709534
0.065, 42.726319
0.075, 42.743378
0.070, 42.759644
0.068, 42.776337
0.080, 42.793213
0.063, 42.809784
0.078, 42.826539
0.070, 42.843079
0.065, 42.859681
0.073, 42.876252
0.068, 42.893982
0.070, 42.909546
0.073, 42.926453
0.065, 42.943146
0.078, 42.959534
0.065, 42.976441
0.075, 42.993134
0.058, 43.009736
0.061, 43.026459
0.078, 43.043396
0.061, 43.059571
0.075, 43.076477
0.065, 43.093323
0.075, 43.109559
0.073, 43.126282
0.070, 43.144715
0.080, 43.159699
0.063, 43.176362
0.070, 43.193390
0.065, 43.209687
0.073, 43.226532
0.075, 43.243103
0.070, 43.259552
0.068, 43.276368
0.063, 43.293213
0.075, 43.309571
0.073, 43.326294
0.070, 43.343384
0.078, 43.359894
0.058, 43.376282
0.070, 43.393891
0.063, 43.409607
0.083, 43.426392
0.075, 43.443421
0.068, 43.459595
0.075, 43.476410
0.063, 43.493164
0.070, 43.509644
0.065, 43.526337
0.063, 43.543244
0.070, 43.559571
0.063, 43.576264
0.061, 43.593201
0.061, 43.609772
0.078, 43.626496
0.063, 43.644684
0.063, 43.659546
0.083, 43.676362
0.058, 43.693360
0.073, 43.709565
0.070, 43.726349
0.075, 43.743256
0.065, 43.759827
0.068, 43.776429
0.070, 43.793122
0.065, 43.809632
0.051, 43.826325
0.073, 43.843262
0.065, 43.859772
0.073, 43.876435
0.065, 43.893982
0.075, 43.909577
0.070, 43.926239
0.080, 43.943299
0.075, 43.959656
0.070, 43.976349
0.075, 43.993164
0.061, 44.009613
0.080, 44.026551
0.070, 44.043183
0.063, 44.059723
0.070, 44.076294
0.063, 44.093232
0.070, 44.109589
0.061, 44.126313
0.073, 44.144776
0.087, 44.159821
0.068, 44.176423
0.070, 44.193238
0.061, 44.209778
0.073, 44.226410
0.070, 44.243073
0.063, 44.259705
0.070, 44.276246
0.065, 44.293244
0.075, 44.309540
0.070, 44.326325
0.070, 44.343140
0.073, 44.359559
0.061, 44.376435
0.061, 44.394074
0.068, 44.409729
0.083, 44.426545
0.073, 44.443543
0.070, 44.459687
0.075, 44.476380
0.068, 44.493164
