Original Header:


CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
0.058, 3.169922
0.065, 3.172241
0.046, 3.176087
0.065, 3.178497
0.053, 3.181458
0.053, 3.183289
0.075, 3.185852
0.053, 3.188202
0.073, 3.192108
0.078, 3.195374
0.065, 3.197022
0.065, 3.198609
0.070, 3.200134
0.065, 3.201660
0.061, 3.203186
0.063, 3.204956
0.068, 3.206513
0.065, 3.208069
0.058, 3.209656
0.070, 3.213593
0.083, 3.216278
0.078, 3.218720
0.070, 3.221527
0.043, 3.223938
0.048, 3.226013
0.051, 3.228302
0.085, 3.232208
0.065, 3.242767
0.065, 3.244537
0.073, 3.255097
0.056, 3.257507
0.048, 3.267059
0.041, 3.270142
0.073, 3.277069
0.075, 3.279480
0.080, 3.288300
0.078, 3.294129
0.075, 3.296967
0.056, 3.299591
0.058, 3.302887
0.048, 3.305695
0.070, 3.308258
0.048, 3.313873
0.075, 3.319367
0.063, 3.321106
0.070, 3.322724
0.065, 3.324310
0.065, 3.326080
0.065, 3.327667
0.063, 3.329193
0.063, 3.330719
0.068, 3.334168
0.068, 3.336762
0.070, 3.339173
0.053, 3.342133
0.058, 3.344391
0.075, 3.346985
0.048, 3.349945
0.073, 3.352905
0.065, 3.356018
0.063, 3.357697
0.068, 3.359253
0.070, 3.360809
0.061, 3.362366
0.068, 3.363892
0.065, 3.367127
0.065, 3.368866
0.058, 3.370453
0.073, 3.375153
0.075, 3.377686
0.048, 3.380066
0.046, 3.383057
0.075, 3.385620
0.075, 3.388001
0.083, 3.391541
0.070, 3.395172
0.070, 3.396881
0.068, 3.398438
0.065, 3.400025
0.061, 3.401550
0.070, 3.403076
0.061, 3.404968
0.065, 3.406586
0.061, 3.408142
0.058, 3.409668
0.068, 3.413452
0.061, 3.416138
0.053, 3.418671
0.056, 3.421631
0.061, 3.423920
0.070, 3.426514
0.056, 3.429443
0.075, 3.432373
0.073, 3.435455
0.063, 3.437134
0.063, 3.438690
0.061, 3.440216
0.070, 3.441742
0.068, 3.443237
0.061, 3.445038
0.065, 3.446594
0.061, 3.448151
0.065, 3.449677
0.065, 3.451203
0.078, 3.454987
0.046, 3.457367
0.061, 3.459625
0.087, 3.462616
0.061, 3.465180
0.051, 3.467560
0.065, 3.471100
0.078, 3.474457
0.073, 3.476410
0.073, 3.478027
0.065, 3.479584
0.065, 3.481140
0.070, 3.482666
0.065, 3.484162
0.068, 3.485932
0.068, 3.487488
0.063, 3.489044
0.068, 3.492432
0.043, 3.495789
0.051, 3.498200
0.053, 3.500458
0.058, 3.503418
0.058, 3.506043
0.083, 3.508423
0.056, 3.511505
0.080, 3.515595
0.063, 3.517304
0.065, 3.518921
0.068, 3.520477
0.063, 3.522003
0.061, 3.523529
0.065, 3.525330
0.065, 3.526886
0.065, 3.528443
0.073, 3.529968
0.070, 3.533631
0.075, 3.537384
0.046, 3.540527
0.087, 3.542847
0.061, 3.545380
0.075, 3.548401
0.039, 3.550690
0.075, 3.552979
0.063, 3.556671
0.080, 3.560181
0.068, 3.561859
0.073, 3.563477
0.070, 3.565277
0.065, 3.566864
0.058, 3.568390
0.065, 3.569946
0.063, 3.573395
0.056, 3.576050
0.083, 3.578369
0.075, 3.581543
0.058, 3.583801
0.080, 3.586426
0.075, 3.589356
0.075, 3.592316
0.070, 3.595581
0.065, 3.599121
0.065, 3.600739
0.061, 3.602265
0.065, 3.603790
0.068, 3.605591
0.070, 3.607147
0.070, 3.608704
0.070, 3.610199
0.061, 3.612427
0.080, 3.618317
0.051, 3.620819
0.078, 3.624024
0.075, 3.626648
0.083, 3.629028
0.058, 3.632721
0.075, 3.636292
0.065, 3.638001
0.063, 3.639588
0.065, 3.641205
0.063, 3.642761
0.070, 3.644318
0.063, 3.646118
0.061, 3.647705
0.065, 3.649231
0.065, 3.650757
0.065, 3.654236
0.073, 3.656830
0.051, 3.659149
0.063, 3.662110
0.083, 3.664459
0.085, 3.667084
0.058, 3.670502
0.075, 3.674042
0.068, 3.675995
0.063, 3.677612
0.068, 3.679169
0.058, 3.680695
0.065, 3.682221
0.063, 3.683746
0.070, 3.685516
0.070, 3.687073
0.065, 3.688599
0.068, 3.690155
0.070, 3.693695
0.080, 3.696503
0.078, 3.698883
0.073, 3.701874
0.056, 3.704285
0.078, 3.706879
0.095, 3.710449
0.080, 3.713135
0.073, 3.716339
0.065, 3.717987
0.063, 3.719574
0.061, 3.721131
0.073, 3.722656
0.073, 3.724182
0.070, 3.725922
0.068, 3.727478
0.058, 3.729004
0.063, 3.730560
0.065, 3.734009
0.080, 3.736756
0.078, 3.739136
0.087, 3.743439
0.080, 3.746155
0.075, 3.748535
0.075, 3.751648
0.075, 3.754334
0.078, 3.757416
0.068, 3.759064
0.070, 3.760651
0.070, 3.762177
0.070, 3.763733
0.068, 3.765473
0.070, 3.767059
0.061, 3.768585
0.063, 3.770111
0.068, 3.772278
0.043, 3.775391
0.043, 3.777771
0.051, 3.780029
0.078, 3.782990
0.058, 3.785553
0.083, 3.787903
0.083, 3.791474
0.075, 3.795044
0.063, 3.796753
0.068, 3.798370
0.061, 3.800049
0.065, 3.801666
0.063, 3.803192
0.061, 3.804962
0.061, 3.806549
0.065, 3.808106
0.068, 3.809631
0.068, 3.813629
0.085, 3.816498
0.073, 3.818756
0.063, 3.821716
0.053, 3.824280
0.068, 3.826874
0.087, 3.829956
0.065, 3.832642
0.080, 3.835724
0.058, 3.837402
0.063, 3.838989
0.063, 3.840515
0.070, 3.842041
0.065, 3.843567
0.061, 3.845337
0.061, 3.846924
0.070, 3.848450
0.063, 3.849976
0.065, 3.854065
0.065, 3.856659
0.068, 3.859039
0.048, 3.862000
0.058, 3.864411
0.048, 3.868469
0.070, 3.872681
0.070, 3.875763
0.073, 3.877442
0.065, 3.879028
0.058, 3.880585
0.065, 3.882111
0.061, 3.883637
0.070, 3.885376
0.070, 3.886933
0.061, 3.888458
0.068, 3.889984
0.065, 3.893433
0.058, 3.896149
0.048, 3.898529
0.061, 3.901459
0.056, 3.903992
0.078, 3.906616
0.046, 3.909699
0.075, 3.912354
0.083, 3.915466
0.063, 3.917145
0.068, 3.918732
0.058, 3.920258
0.061, 3.921784
0.063, 3.923309
0.068, 3.925079
0.068, 3.926636
0.068, 3.928223
0.068, 3.929749
0.070, 3.931915
0.063, 3.935089
0.048, 3.937470
0.078, 3.939819
0.068, 3.942780
0.051, 3.945892
0.051, 3.947662
0.075, 3.951630
0.065, 3.954895
0.068, 3.956604
0.065, 3.958191
0.061, 3.959747
0.065, 3.961273
0.068, 3.962830
0.063, 3.964356
0.063, 3.966126
0.061, 3.967652
0.065, 3.969208
0.070, 3.970703
0.065, 3.974121
0.070, 3.976715
0.070, 3.979096
0.063, 3.982025
0.061, 3.984375
0.056, 3.986939
0.075, 3.990021
0.068, 3.994537
0.063, 3.997406
0.065, 3.999054
0.068, 4.000610
0.065, 4.002136
0.068, 4.003662
0.068, 4.005432
0.068, 4.006989
0.068, 4.008545
0.065, 4.010071
0.070, 4.013428
0.051, 4.016174
0.073, 4.018555
0.070, 4.021698
0.058, 4.024109
0.068, 4.026703
0.061, 4.029785
0.075, 4.032501
0.073, 4.035584
0.073, 4.037262
0.065, 4.038818
0.065, 4.040344
0.073, 4.041901
0.065, 4.043427
0.061, 4.045166
0.065, 4.046753
0.068, 4.048279
0.068, 4.049805
0.070, 4.051300
0.073, 4.055115
0.053, 4.057465
0.056, 4.059784
0.075, 4.062714
0.087, 4.065308
0.083, 4.067658
0.068, 4.071198
0.070, 4.074585
0.065, 4.076569
0.070, 4.078186
0.070, 4.079743
0.065, 4.081268
0.063, 4.082794
0.065, 4.084320
0.065, 4.086090
0.065, 4.087647
0.068, 4.089173
0.061, 4.090698
0.068, 4.094147
0.075, 4.096771
0.075, 4.099030
0.053, 4.102142
0.056, 4.104492
0.075, 4.107147
0.070, 4.110199
0.080, 4.114075
0.065, 4.117401
0.070, 4.119110
0.068, 4.120667
0.070, 4.122254
0.061, 4.123779
0.061, 4.125549
0.070, 4.127106
0.070, 4.128632
0.061, 4.130158
0.063, 4.133576
0.073, 4.136383
0.073, 4.138641
0.073, 4.141541
0.046, 4.143952
0.075, 4.146759
0.058, 4.149597
0.068, 4.152527
0.075, 4.155701
0.070, 4.157379
0.070, 4.158966
0.065, 4.160492
0.063, 4.162018
0.070, 4.163544
0.058, 4.165253
0.068, 4.166840
0.065, 4.168396
0.056, 4.169922
0.070, 4.171967
0.041, 4.175232
0.080, 4.177582
0.070, 4.179932
0.078, 4.182861
0.090, 4.185425
0.051, 4.187744
0.063, 4.191315
0.075, 4.194946
0.063, 4.196655
0.065, 4.198242
0.061, 4.199799
0.061, 4.201355
0.070, 4.202881
0.068, 4.204376
0.068, 4.206146
0.068, 4.207703
0.065, 4.209229
0.073, 4.212158
0.046, 4.215881
0.053, 4.217713
0.083, 4.220123
0.070, 4.223053
0.078, 4.226257
0.048, 4.228027
0.075, 4.231964
0.065, 4.235230
0.061, 4.236939
0.073, 4.238526
0.061, 4.240051
0.058, 4.243134
0.070, 4.244995
0.063, 4.246582
0.070, 4.248169
0.065, 4.249695
0.061, 4.251221
0.073, 4.254975
0.053, 4.257355
0.048, 4.259735
0.070, 4.262756
0.051, 4.265320
0.053, 4.267670
0.078, 4.270783
0.080, 4.273468
0.070, 4.276642
0.065, 4.278290
0.068, 4.279846
0.070, 4.281403
0.070, 4.282959
0.061, 4.284485
0.065, 4.286286
0.068, 4.287842
0.063, 4.289368
0.065, 4.290894
0.073, 4.294342
0.073, 4.296936
0.080, 4.299317
0.053, 4.302124
0.051, 4.304901
0.046, 4.307282
0.065, 4.310364
0.075, 4.313049
0.083, 4.318298
0.068, 4.320099
0.065, 4.321716
0.063, 4.323242
0.068, 4.325043
0.070, 4.326630
0.068, 4.328217
0.070, 4.329743
0.065, 4.332031
0.075, 4.335175
0.078, 4.337586
0.053, 4.339935
0.053, 4.342896
0.056, 4.345429
0.075, 4.347809
0.061, 4.351410
0.068, 4.355042
0.068, 4.356720
0.068, 4.358338
0.070, 4.359894
0.063, 4.361450
0.070, 4.365387
0.061, 4.368561
0.058, 4.370209
0.070, 4.374237
0.078, 4.377045
0.061, 4.379395
0.058, 4.382416
0.078, 4.385040
0.087, 4.387360
0.065, 4.390930
0.073, 4.394318
0.063, 4.396240
0.065, 4.397858
0.068, 4.399414
0.065, 4.401093
0.061, 4.402649
0.068, 4.404175
0.070, 4.405975
0.070, 4.407532
0.068, 4.409058
0.058, 4.410584
0.065, 4.414032
0.070, 4.416687
0.051, 4.419037
0.075, 4.422089
0.063, 4.424530
0.070, 4.427094
0.078, 4.430176
0.075, 4.432861
0.063, 4.436035
0.065, 4.437683
0.068, 4.439240
0.063, 4.440796
0.065, 4.442291
0.073, 4.443817
0.070, 4.445587
0.070, 4.447144
0.061, 4.448670
0.070, 4.450195
0.070, 4.454224
0.075, 4.456787
0.078, 4.459137
0.075, 4.461945
0.053, 4.464356
0.073, 4.466919
0.063, 4.469940
0.065, 4.472809
0.073, 4.475922
0.065, 4.477570
0.065, 4.479126
0.063, 4.480683
0.061, 4.482208
0.065, 4.483734
0.061, 4.485474
0.068, 4.487030
0.061, 4.488556
0.068, 4.490112
0.063, 4.495178
0.075, 4.497589
0.048, 4.499970
0.061, 4.502930
0.056, 4.505493
0.053, 4.507813
0.083, 4.511231
0.080, 4.515015
0.070, 4.516754
0.061, 4.518341
0.061, 4.519898
0.058, 4.521423
0.068, 4.523041
0.061, 4.524567
0.073, 4.526398
0.061, 4.527954
0.065, 4.529480
0.063, 4.532105
0.041, 4.536347
0.058, 4.539826
0.075, 4.542206
0.056, 4.544556
0.046, 4.547821
0.058, 4.550171
0.078, 4.552460
0.065, 4.556183
0.073, 4.559601
0.068, 4.561279
0.065, 4.562866
0.070, 4.564423
0.065, 4.566223
0.068, 4.567780
0.061, 4.569306
0.061, 4.570862
0.065, 4.574280
0.061, 4.576874
0.056, 4.579224
0.075, 4.582184
0.065, 4.584534
0.046, 4.587097
0.063, 4.590149
0.051, 4.593262
0.073, 4.597839
0.065, 4.599548
0.065, 4.601105
0.063, 4.602692
0.070, 4.604187
0.068, 4.605988
0.065, 4.607544
0.061, 4.609070
0.063, 4.610596
0.073, 4.613892
0.070, 4.617981
0.043, 4.620423
0.058, 4.623505
0.083, 4.626129
0.080, 4.628449
0.061, 4.631836
0.080, 4.635620
0.065, 4.637360
0.073, 4.638977
0.068, 4.640534
0.068, 4.642090
0.065, 4.643585
0.061, 4.645325
0.065, 4.646912
0.065, 4.648438
0.061, 4.649964
0.065, 4.653961
0.080, 4.656616
0.058, 4.658966
0.051, 4.661926
0.063, 4.664337
0.056, 4.666901
0.063, 4.670014
0.056, 4.673126
0.073, 4.675781
0.070, 4.677460
0.065, 4.679016
0.070, 4.680542
0.058, 4.682068
0.061, 4.683594
0.061, 4.685333
0.061, 4.686890
0.061, 4.688416
0.065, 4.689942
0.063, 4.692261
0.058, 4.695954
0.073, 4.698395
0.080, 4.700256
0.048, 4.703186
0.078, 4.706329
0.051, 4.708100
0.068, 4.712708
0.075, 4.715790
0.065, 4.717468
0.068, 4.719025
0.068, 4.720581
0.068, 4.722138
0.065, 4.723633
0.070, 4.725495
0.068, 4.727051
0.065, 4.728729
0.065, 4.730316
0.070, 4.733734
0.075, 4.736481
0.078, 4.738831
0.063, 4.743134
0.056, 4.745911
0.078, 4.748291
0.058, 4.751373
0.078, 4.755432
0.070, 4.757202
0.065, 4.758820
0.063, 4.760376
0.063, 4.761902
0.065, 4.763428
0.065, 4.765198
0.068, 4.766785
0.068, 4.768311
0.061, 4.769837
0.065, 4.771362
0.051, 4.775116
0.051, 4.777405
0.051, 4.779755
0.063, 4.782715
0.083, 4.785309
0.053, 4.787659
0.053, 4.791199
0.078, 4.794586
0.070, 4.796539
0.061, 4.798126
0.065, 4.799713
0.063, 4.801270
0.063, 4.802796
0.068, 4.804291
0.065, 4.806061
0.070, 4.807587
0.073, 4.809143
0.068, 4.810639
0.063, 4.814118
0.083, 4.816712
0.039, 4.819092
0.087, 4.821900
0.061, 4.824310
0.078, 4.827118
0.053, 4.830139
0.046, 4.833222
0.065, 4.835938
0.068, 4.837555
0.063, 4.839111
0.070, 4.840668
0.063, 4.842194
0.070, 4.843720
0.070, 4.845459
0.061, 4.847046
0.073, 4.848572
0.063, 4.850098
0.068, 4.852295
0.043, 4.856018
0.051, 4.857819
0.051, 4.860138
0.080, 4.863068
0.058, 4.867706
0.065, 4.871308
0.073, 4.874939
0.065, 4.876679
0.070, 4.878266
0.065, 4.879822
0.070, 4.881378
0.061, 4.882904
0.058, 4.884430
0.070, 4.886231
0.058, 4.887787
0.070, 4.889313
0.073, 4.890808
0.065, 4.894287
0.078, 4.896942
0.051, 4.899323
0.075, 4.902130
0.046, 4.904572
0.078, 4.907196
0.078, 4.910187
0.073, 4.913056
0.080, 4.916229
0.058, 4.917877
0.068, 4.919464
0.061, 4.920990
0.068, 4.922516
0.063, 4.924042
0.070, 4.925781
0.070, 4.927460
0.061, 4.928986
0.065, 4.930512
0.065, 4.933991
0.053, 4.936646
0.068, 4.939026
0.061, 4.941986
0.065, 4.944245
0.080, 4.947022
0.061, 4.950104
0.075, 4.952820
0.075, 4.955902
0.070, 4.957550
0.061, 4.959137
0.061, 4.960693
0.063, 4.962219
0.070, 4.963745
0.065, 4.965515
0.063, 4.967102
0.070, 4.968628
0.065, 4.970123
0.065, 4.974030
0.065, 4.976654
0.083, 4.978912
0.073, 4.981842
0.053, 4.984253
0.075, 4.986420
0.046, 4.988648
0.068, 4.994537
0.065, 4.997406
0.068, 4.999054
0.061, 5.000641
0.073, 5.002167
0.058, 5.003693
0.068, 5.005463
0.063, 5.007019
0.070, 5.008576
0.065, 5.010101
0.065, 5.013580
0.058, 5.016266
0.058, 5.018189
0.048, 5.020447
0.078, 5.023407
0.087, 5.025971
0.075, 5.028381
0.087, 5.031952
0.065, 5.035614
0.073, 5.037293
0.061, 5.038880
0.070, 5.040405
0.068, 5.041962
0.061, 5.043488
0.070, 5.045258
0.070, 5.046814
0.058, 5.048370
0.058, 5.049896
0.073, 5.052063
0.051, 5.055206
0.075, 5.057556
0.051, 5.059937
0.068, 5.062897
0.053, 5.065430
0.051, 5.067749
0.075, 5.071686
0.075, 5.074951
0.073, 5.076630
0.073, 5.078247
0.063, 5.079804
0.058, 5.081329
0.061, 5.082855
0.061, 5.084381
0.065, 5.086121
0.061, 5.087677
0.065, 5.089203
0.065, 5.090729
0.073, 5.094208
0.078, 5.096832
0.053, 5.099152
0.075, 5.102142
0.058, 5.104523
0.056, 5.107117
0.068, 5.110230
0.048, 5.114075
0.070, 5.117432
0.061, 5.119110
0.056, 5.120697
0.068, 5.122254
0.058, 5.123779
0.063, 5.125549
0.070, 5.127106
0.070, 5.128723
0.068, 5.130249
0.063, 5.133698
0.080, 5.136505
0.051, 5.138916
0.063, 5.141724
0.058, 5.144165
0.056, 5.146790
0.065, 5.149811
0.078, 5.152710
0.075, 5.155823
0.065, 5.157471
0.068, 5.159027
0.063, 5.160553
0.065, 5.162079
0.070, 5.163605
0.065, 5.165344
0.061, 5.166901
0.068, 5.168457
0.065, 5.169953
0.065, 5.174072
0.078, 5.176697
0.075, 5.179047
0.065, 5.182007
0.053, 5.184357
0.051, 5.186920
0.075, 5.190033
0.073, 5.192688
0.073, 5.195801
0.063, 5.197449
0.063, 5.199005
0.061, 5.200531
0.070, 5.202088
0.068, 5.203613
0.068, 5.205322
0.070, 5.206879
0.063, 5.208405
0.063, 5.209931
0.063, 5.214081
0.075, 5.216675
0.048, 5.219025
0.078, 5.221985
0.058, 5.224335
0.056, 5.226898
0.051, 5.230011
0.048, 5.233093
0.068, 5.235809
0.061, 5.237457
0.065, 5.239014
0.065, 5.241943
0.065, 5.243622
0.070, 5.245484
0.061, 5.247070
0.058, 5.248657
0.070, 5.250183
0.063, 5.253632
0.085, 5.256470
0.075, 5.258820
0.080, 5.261658
0.058, 5.264221
0.070, 5.266815
0.061, 5.269898
0.075, 5.272583
0.070, 5.275726
0.063, 5.277405
0.065, 5.278961
0.063, 5.280487
0.070, 5.282044
0.065, 5.283569
0.061, 5.285309
0.065, 5.286865
0.061, 5.288391
0.058, 5.289917
0.063, 5.294037
0.075, 5.296692
0.075, 5.299011
0.075, 5.301972
0.056, 5.304352
0.048, 5.306915
0.070, 5.310028
0.075, 5.312714
0.075, 5.317902
0.068, 5.319641
0.063, 5.321228
0.065, 5.322785
0.065, 5.324310
0.065, 5.326080
0.068, 5.327667
0.065, 5.329224
0.068, 5.331940
0.048, 5.335114
0.080, 5.337494
0.073, 5.339813
0.048, 5.342804
0.075, 5.345307
0.051, 5.347595
0.061, 5.351166
0.070, 5.354553
0.073, 5.356506
0.063, 5.358093
0.070, 5.359650
0.063, 5.361176
0.065, 5.362702
0.058, 5.364258
0.068, 5.367493
0.063, 5.369141
0.068, 5.370697
0.065, 5.374176
0.073, 5.377136
0.083, 5.379486
0.061, 5.382477
0.085, 5.385071
0.046, 5.387421
0.080, 5.391022
0.078, 5.394409
0.070, 5.396332
0.065, 5.397949
0.063, 5.399506
0.061, 5.401062
0.070, 5.402588
0.063, 5.404114
0.065, 5.405884
0.068, 5.407440
0.063, 5.408966
0.061, 5.410492
0.058, 5.413941
0.075, 5.416565
0.075, 5.418884
0.090, 5.421875
0.058, 5.424256
0.085, 5.429810
0.070, 5.456238
0.070, 5.458069
0.063, 5.459686
0.070, 5.461243
0.061, 5.462769
0.058, 5.464295
0.065, 5.466828
0.058, 5.469422
0.070, 5.471405
0.068, 5.473755
0.063, 5.476898
0.063, 5.480011
0.068, 5.483490
0.073, 5.488251
0.070, 5.492767
0.056, 5.496155
0.053, 5.498596
0.073, 5.500824
0.073, 5.503815
0.073, 5.506928
0.075, 5.511322
0.075, 5.513733
0.065, 5.516327
0.075, 5.519318
0.065, 5.521637
0.075, 5.524017
0.053, 5.527313
0.078, 5.529999
0.078, 5.534454
0.056, 5.538422
0.053, 5.541168
0.085, 5.543518
0.053, 5.546082
0.068, 5.549011
0.085, 5.551331
0.087, 5.553650
0.053, 5.557404
0.078, 5.560822
0.061, 5.562500
0.070, 5.564087
0.065, 5.565888
0.070, 5.567444
0.065, 5.569000
0.065, 5.570557
0.078, 5.575012
0.051, 5.577454
0.056, 5.579773
0.063, 5.582794
0.080, 5.585358
0.046, 5.587647
0.046, 5.591217
0.080, 5.594513
0.075, 5.598358
0.063, 5.600037
0.068, 5.601624
0.065, 5.603150
0.065, 5.604920
0.063, 5.606537
0.070, 5.608093
0.065, 5.609619
0.070, 5.611145
0.070, 5.614563
0.075, 5.619293
0.056, 5.622315
0.073, 5.625092
0.075, 5.627503
0.075, 5.630646
0.075, 5.633362
0.080, 5.636536
0.058, 5.638184
0.068, 5.639771
0.068, 5.641297
0.065, 5.642822
0.061, 5.644348
0.065, 5.646118
0.058, 5.647675
0.061, 5.649201
0.063, 5.652161
0.075, 5.655243
0.058, 5.657654
0.083, 5.659943
0.078, 5.662903
0.087, 5.665466
0.078, 5.667786
0.080, 5.671326
0.078, 5.674957
0.068, 5.676666
0.065, 5.678284
0.068, 5.679840
0.065, 5.681366
0.061, 5.682892
0.068, 5.684387
0.065, 5.686188
0.070, 5.687744
0.063, 5.689270
0.063, 5.692230
0.051, 5.695984
0.046, 5.697785
0.048, 5.700104
0.083, 5.703186
0.078, 5.705811
0.048, 5.708161
0.083, 5.712097
0.080, 5.715698
0.061, 5.717407
0.065, 5.719025
0.068, 5.720581
0.068, 5.722138
0.068, 5.723663
0.058, 5.725433
0.068, 5.726990
0.061, 5.728516
0.063, 5.730042
0.068, 5.732239
0.075, 5.735382
0.080, 5.737793
0.080, 5.740082
0.078, 5.745239
0.075, 5.747681
0.053, 5.749481
0.085, 5.753388
0.073, 5.756592
0.070, 5.758301
0.063, 5.759888
0.061, 5.761414
0.063, 5.762940
0.065, 5.764465
0.065, 5.766266
0.065, 5.767853
0.065, 5.769379
0.070, 5.770905
0.070, 5.774445
0.058, 5.777069
0.063, 5.779419
0.070, 5.782410
0.080, 5.785034
0.056, 5.787323
0.048, 5.790711
0.080, 5.794251
0.068, 5.796173
0.065, 5.797791
0.065, 5.799347
0.061, 5.800873
0.056, 5.802429
0.070, 5.803955
0.065, 5.805695
0.068, 5.807282
0.065, 5.808808
0.068, 5.810333
0.065, 5.813721
0.080, 5.816559
0.075, 5.818756
0.053, 5.821686
0.056, 5.824097
0.056, 5.826874
0.061, 5.829712
0.073, 5.832611
0.073, 5.835724
0.063, 5.837433
0.063, 5.839020
0.065, 5.840546
0.065, 5.842072
0.068, 5.843598
0.070, 5.845337
0.065, 5.846924
0.063, 5.848450
0.063, 5.849976
0.061, 5.852142
0.046, 5.856690
0.053, 5.859223
0.090, 5.862213
0.056, 5.864960
0.058, 5.870361
0.068, 5.873078
0.068, 5.876221
0.070, 5.877899
0.070, 5.879486
0.070, 5.881073
0.065, 5.882782
0.065, 5.884339
0.065, 5.886170
0.068, 5.887726
0.061, 5.889282
0.070, 5.890808
0.063, 5.894257
0.043, 5.896851
0.048, 5.899201
0.068, 5.902191
0.063, 5.904450
0.080, 5.907044
0.046, 5.908905
0.075, 5.912995
0.073, 5.916046
0.061, 5.917755
0.065, 5.919342
0.061, 5.920868
0.065, 5.922394
0.065, 5.923920
0.065, 5.925659
0.065, 5.927246
0.068, 5.928803
0.065, 5.930329
0.068, 5.933594
0.053, 5.936249
0.070, 5.938751
0.053, 5.941712
0.048, 5.943543
0.051, 5.946106
0.048, 5.948364
0.053, 5.951935
0.075, 5.955567
0.068, 5.957276
0.063, 5.958862
0.068, 5.960419
0.063, 5.961975
0.063, 5.963501
0.061, 5.965271
0.065, 5.966828
0.058, 5.968353
0.070, 5.969879
0.065, 5.972077
0.070, 5.975220
0.078, 5.977570
0.051, 5.979859
0.041, 5.982849
0.048, 5.985413
0.053, 5.987732
0.053, 5.993042
0.078, 5.996399
0.073, 5.998078
0.065, 5.999634
0.070, 6.001190
0.065, 6.002716
0.065, 6.004242
0.058, 6.005982
0.063, 6.007568
0.073, 6.009094
0.065, 6.010620
0.083, 6.014771
0.078, 6.017273
0.046, 6.019592
0.061, 6.022553
0.048, 6.025147
0.051, 6.027527
0.087, 6.031098
0.075, 6.034454
0.061, 6.036438
0.065, 6.038025
0.061, 6.039673
0.061, 6.041199
0.068, 6.042755
0.063, 6.044281
0.068, 6.046051
0.063, 6.047608
0.065, 6.049133
0.065, 6.050659
0.061, 6.054138
0.073, 6.056732
0.058, 6.059052
0.075, 6.062042
0.087, 6.064453
0.080, 6.067078
0.061, 6.070648
0.078, 6.074005
0.068, 6.075958
0.065, 6.077545
0.061, 6.079132
0.061, 6.080658
0.063, 6.082184
0.063, 6.083710
0.058, 6.085480
0.068, 6.087036
0.063, 6.088562
0.070, 6.090088
0.070, 6.093933
0.078, 6.096558
0.075, 6.098938
0.058, 6.101776
0.053, 6.104187
0.075, 6.106812
0.063, 6.110016
0.080, 6.112702
0.075, 6.117218
0.065, 6.118927
0.068, 6.120514
0.070, 6.122101
0.065, 6.123627
0.068, 6.125366
0.063, 6.126923
0.070, 6.128449
0.070, 6.129975
0.070, 6.134094
0.065, 6.136688
0.058, 6.139069
0.056, 6.142120
0.063, 6.144501
0.061, 6.147095
0.056, 6.150482
0.073, 6.153992
0.063, 6.156159
0.065, 6.157807
0.065, 6.159393
0.065, 6.160919
0.065, 6.162445
0.061, 6.163971
0.065, 6.165741
0.058, 6.167298
0.063, 6.168854
0.068, 6.170380
0.061, 6.174072
0.070, 6.176697
0.070, 6.179108
0.080, 6.182068
0.061, 6.184479
0.051, 6.187073
0.068, 6.190094
0.080, 6.193939
0.063, 6.195862
0.065, 6.197479
0.063, 6.199036
0.056, 6.200562
0.068, 6.202118
0.068, 6.203644
0.065, 6.205353
0.058, 6.206940
0.073, 6.208466
0.065, 6.209992
0.068, 6.213593
0.078, 6.216400
0.078, 6.218628
0.056, 6.221588
0.051, 6.223999
0.075, 6.226624
0.078, 6.229614
0.070, 6.232514
0.065, 6.235626
0.068, 6.237305
0.065, 6.238892
0.065, 6.241913
0.065, 6.243591
0.070, 6.245392
0.070, 6.246979
0.063, 6.248566
0.065, 6.250092
0.063, 6.253418
0.051, 6.256073
0.061, 6.257965
0.051, 6.260254
0.083, 6.263245
0.046, 6.265717
0.048, 6.268067
0.078, 6.272034
0.073, 6.275269
0.068, 6.276978
0.063, 6.278565
0.070, 6.280121
0.068, 6.281647
0.068, 6.283203
0.065, 6.284943
0.061, 6.286530
0.058, 6.288056
0.063, 6.289581
0.061, 6.291901
0.078, 6.295593
0.056, 6.297424
0.073, 6.299744
0.068, 6.302948
0.080, 6.305573
0.053, 6.307892
0.051, 6.311646
0.078, 6.316651
0.065, 6.319367
0.061, 6.321045
0.068, 6.322601
0.061, 6.324127
0.065, 6.325928
0.061, 6.327484
0.061, 6.329010
0.065, 6.330536
0.065, 6.334076
0.075, 6.336670
0.053, 6.339020
0.058, 6.342041
0.056, 6.344422
0.087, 6.346985
0.051, 6.350983
0.073, 6.354004
0.070, 6.355927
0.070, 6.357544
0.063, 6.359100
0.065, 6.360626
0.068, 6.362152
0.068, 6.363678
0.068, 6.366913
0.061, 6.368622
0.065, 6.370178
0.065, 6.374054
0.070, 6.376831
0.058, 6.379181
0.051, 6.382141
0.080, 6.384522
0.083, 6.387085
0.087, 6.390503
0.075, 6.394043
0.068, 6.395996
0.068, 6.397614
0.065, 6.399170
0.063, 6.400726
0.061, 6.402252
0.070, 6.403778
0.070, 6.405518
0.061, 6.407105
0.063, 6.408631
0.068, 6.410156
0.070, 6.413666
0.073, 6.416412
0.075, 6.418762
0.053, 6.421723
0.063, 6.424011
0.070, 6.426758
0.068, 6.429566
0.070, 6.432495
